Sample	width
hypoEAC_DMRs	1496
hypoEAC_DMRs	2607
hypoEAC_DMRs	1230
hypoEAC_DMRs	1590
hypoEAC_DMRs	1716
hypoEAC_DMRs	952
hypoEAC_DMRs	2080
hypoEAC_DMRs	1417
hypoEAC_DMRs	783
hypoEAC_DMRs	1533
hypoEAC_DMRs	1272
hypoEAC_DMRs	1949
hypoEAC_DMRs	723
hypoEAC_DMRs	319
hypoEAC_DMRs	163
hypoEAC_DMRs	1057
hypoEAC_DMRs	1131
hypoEAC_DMRs	668
hypoEAC_DMRs	403
hypoEAC_DMRs	473
hypoEAC_DMRs	1279
hypoEAC_DMRs	906
hypoEAC_DMRs	1601
hypoEAC_DMRs	1134
hypoEAC_DMRs	781
hypoEAC_DMRs	558
hypoEAC_DMRs	965
hypoEAC_DMRs	938
hypoEAC_DMRs	854
hypoEAC_DMRs	1370
hypoEAC_DMRs	783
hypoEAC_DMRs	804
hypoEAC_DMRs	434
hypoEAC_DMRs	1431
hypoEAC_DMRs	918
hypoEAC_DMRs	1712
hypoEAC_DMRs	1232
hypoEAC_DMRs	1465
hypoEAC_DMRs	492
hypoEAC_DMRs	815
hypoEAC_DMRs	1017
hypoEAC_DMRs	855
hypoEAC_DMRs	953
hypoEAC_DMRs	710
hypoEAC_DMRs	940
hypoEAC_DMRs	1025
hypoEAC_DMRs	2009
hypoEAC_DMRs	1190
hypoEAC_DMRs	1119
hypoEAC_DMRs	1207
hypoEAC_DMRs	514
hypoEAC_DMRs	1150
hypoEAC_DMRs	282
hypoEAC_DMRs	1190
hypoEAC_DMRs	539
hypoEAC_DMRs	1601
hypoEAC_DMRs	1111
hypoEAC_DMRs	1069
hypoEAC_DMRs	359
hypoEAC_DMRs	1919
hypoEAC_DMRs	1640
hypoEAC_DMRs	729
hypoEAC_DMRs	425
hypoEAC_DMRs	735
hypoEAC_DMRs	968
hypoEAC_DMRs	1712
hypoEAC_DMRs	693
hypoEAC_DMRs	1355
hypoEAC_DMRs	1773
hypoEAC_DMRs	824
hypoEAC_DMRs	1055
hypoEAC_DMRs	742
hypoEAC_DMRs	433
hypoEAC_DMRs	1369
hypoEAC_DMRs	2716
hypoEAC_DMRs	832
hypoEAC_DMRs	430
hypoEAC_DMRs	1235
hypoEAC_DMRs	779
hypoEAC_DMRs	873
hypoEAC_DMRs	2825
hypoEAC_DMRs	1142
hypoEAC_DMRs	1574
hypoEAC_DMRs	875
hypoEAC_DMRs	262
hypoEAC_DMRs	1694
hypoEAC_DMRs	5038
hypoEAC_DMRs	659
hypoEAC_DMRs	1130
hypoEAC_DMRs	515
hypoEAC_DMRs	575
hypoEAC_DMRs	1164
hypoEAC_DMRs	640
hypoEAC_DMRs	995
hypoEAC_DMRs	744
hypoEAC_DMRs	907
hypoEAC_DMRs	904
hypoEAC_DMRs	661
hypoEAC_DMRs	434
hypoEAC_DMRs	1062
hypoEAC_DMRs	911
hypoEAC_DMRs	1428
hypoEAC_DMRs	326
hypoEAC_DMRs	1526
hypoEAC_DMRs	1049
hypoEAC_DMRs	1126
hypoEAC_DMRs	1937
hypoEAC_DMRs	1133
hypoEAC_DMRs	349
hypoEAC_DMRs	1446
hypoEAC_DMRs	633
hypoEAC_DMRs	588
hypoEAC_DMRs	1487
hypoEAC_DMRs	489
hypoEAC_DMRs	973
hypoEAC_DMRs	1094
hypoEAC_DMRs	185
hypoEAC_DMRs	589
hypoEAC_DMRs	505
hypoEAC_DMRs	548
hypoEAC_DMRs	1115
hypoEAC_DMRs	580
hypoEAC_DMRs	1209
hypoEAC_DMRs	1709
hypoEAC_DMRs	1119
hypoEAC_DMRs	591
hypoEAC_DMRs	1096
hypoEAC_DMRs	777
hypoEAC_DMRs	865
hypoEAC_DMRs	836
hypoEAC_DMRs	1271
hypoEAC_DMRs	2409
hypoEAC_DMRs	1468
hypoEAC_DMRs	1297
hypoEAC_DMRs	880
hypoEAC_DMRs	781
hypoEAC_DMRs	948
hypoEAC_DMRs	293
hypoEAC_DMRs	417
hypoEAC_DMRs	885
hypoEAC_DMRs	1235
hypoEAC_DMRs	1040
hypoEAC_DMRs	751
hypoEAC_DMRs	1536
hypoEAC_DMRs	882
hypoEAC_DMRs	685
hypoEAC_DMRs	1475
hypoEAC_DMRs	1311
hypoEAC_DMRs	680
hypoEAC_DMRs	1172
hypoEAC_DMRs	872
hypoEAC_DMRs	2017
hypoEAC_DMRs	715
hypoEAC_DMRs	1414
hypoEAC_DMRs	905
hypoEAC_DMRs	393
hypoEAC_DMRs	851
hypoEAC_DMRs	613
hypoEAC_DMRs	627
hypoEAC_DMRs	554
hypoEAC_DMRs	1133
hypoEAC_DMRs	1534
hypoEAC_DMRs	799
hypoEAC_DMRs	477
hypoEAC_DMRs	601
hypoEAC_DMRs	1320
hypoEAC_DMRs	997
hypoEAC_DMRs	274
hypoEAC_DMRs	1082
hypoEAC_DMRs	340
hypoEAC_DMRs	829
hypoEAC_DMRs	882
hypoEAC_DMRs	395
hypoEAC_DMRs	802
hypoEAC_DMRs	1501
hypoEAC_DMRs	1049
hypoEAC_DMRs	675
hypoEAC_DMRs	1052
hypoEAC_DMRs	632
hypoEAC_DMRs	790
hypoEAC_DMRs	1568
hypoEAC_DMRs	182
hypoEAC_DMRs	772
hypoEAC_DMRs	1072
hypoEAC_DMRs	513
hypoEAC_DMRs	577
hypoEAC_DMRs	882
hypoEAC_DMRs	878
hypoEAC_DMRs	800
hypoEAC_DMRs	420
hypoEAC_DMRs	699
hypoEAC_DMRs	865
hypoEAC_DMRs	1106
hypoEAC_DMRs	554
hypoEAC_DMRs	618
hypoEAC_DMRs	640
hypoEAC_DMRs	249
hypoEAC_DMRs	487
hypoEAC_DMRs	472
hypoEAC_DMRs	622
hypoEAC_DMRs	590
hypoEAC_DMRs	776
hypoEAC_DMRs	2060
hypoEAC_DMRs	346
hypoEAC_DMRs	542
hypoEAC_DMRs	930
hypoEAC_DMRs	953
hypoEAC_DMRs	352
hypoEAC_DMRs	303
hypoEAC_DMRs	364
hypoEAC_DMRs	2069
hypoEAC_DMRs	404
hypoEAC_DMRs	640
hypoEAC_DMRs	579
hypoEAC_DMRs	232
hypoEAC_DMRs	594
hypoEAC_DMRs	696
hypoEAC_DMRs	434
hypoEAC_DMRs	949
hypoEAC_DMRs	401
hypoEAC_DMRs	1213
hypoEAC_DMRs	829
hypoEAC_DMRs	466
hypoEAC_DMRs	547
hypoEAC_DMRs	1976
hypoEAC_DMRs	429
hypoEAC_DMRs	664
hypoEAC_DMRs	1378
hypoEAC_DMRs	314
hypoEAC_DMRs	598
hypoEAC_DMRs	745
hypoEAC_DMRs	1566
hypoEAC_DMRs	1066
hypoEAC_DMRs	828
hypoEAC_DMRs	1163
hypoEAC_DMRs	929
hypoEAC_DMRs	1985
hypoEAC_DMRs	837
hypoEAC_DMRs	339
hypoEAC_DMRs	1902
hypoEAC_DMRs	606
hypoEAC_DMRs	765
hypoEAC_DMRs	706
hypoEAC_DMRs	957
hypoEAC_DMRs	2064
hypoEAC_DMRs	907
hypoEAC_DMRs	736
hypoEAC_DMRs	767
hypoEAC_DMRs	945
hypoEAC_DMRs	193
hypoEAC_DMRs	653
hypoEAC_DMRs	867
hypoEAC_DMRs	514
hypoEAC_DMRs	1023
hypoEAC_DMRs	204
hypoEAC_DMRs	850
hypoEAC_DMRs	713
hypoEAC_DMRs	1452
hypoEAC_DMRs	642
hypoEAC_DMRs	343
hypoEAC_DMRs	684
hypoEAC_DMRs	336
hypoEAC_DMRs	275
hypoEAC_DMRs	1910
hypoEAC_DMRs	910
hypoEAC_DMRs	1131
hypoEAC_DMRs	1184
hypoEAC_DMRs	619
hypoEAC_DMRs	608
hypoEAC_DMRs	1169
hypoEAC_DMRs	828
hypoEAC_DMRs	774
hypoEAC_DMRs	955
hypoEAC_DMRs	614
hypoEAC_DMRs	249
hypoEAC_DMRs	795
hypoEAC_DMRs	706
hypoEAC_DMRs	629
hypoEAC_DMRs	403
hypoEAC_DMRs	725
hypoEAC_DMRs	998
hypoEAC_DMRs	957
hypoEAC_DMRs	686
hypoEAC_DMRs	2344
hypoEAC_DMRs	710
hypoEAC_DMRs	649
hypoEAC_DMRs	1614
hypoEAC_DMRs	503
hypoEAC_DMRs	264
hypoEAC_DMRs	553
hypoEAC_DMRs	243
hypoEAC_DMRs	1001
hypoEAC_DMRs	402
hypoEAC_DMRs	1097
hypoEAC_DMRs	810
hypoEAC_DMRs	482
hypoEAC_DMRs	514
hypoEAC_DMRs	1248
hypoEAC_DMRs	702
hypoEAC_DMRs	1158
hypoEAC_DMRs	1989
hypoEAC_DMRs	1926
hypoEAC_DMRs	789
hypoEAC_DMRs	537
hypoEAC_DMRs	1360
hypoEAC_DMRs	334
hypoEAC_DMRs	1282
hypoEAC_DMRs	260
hypoEAC_DMRs	859
hypoEAC_DMRs	629
hypoEAC_DMRs	130
hypoEAC_DMRs	656
hypoEAC_DMRs	527
hypoEAC_DMRs	379
hypoEAC_DMRs	571
hypoEAC_DMRs	706
hypoEAC_DMRs	488
hypoEAC_DMRs	764
hypoEAC_DMRs	768
hypoEAC_DMRs	494
hypoEAC_DMRs	1395
hypoEAC_DMRs	1357
hypoEAC_DMRs	731
hypoEAC_DMRs	551
hypoEAC_DMRs	825
hypoEAC_DMRs	730
hypoEAC_DMRs	1030
hypoEAC_DMRs	403
hypoEAC_DMRs	728
hypoEAC_DMRs	408
hypoEAC_DMRs	966
hypoEAC_DMRs	433
hypoEAC_DMRs	979
hypoEAC_DMRs	804
hypoEAC_DMRs	1239
hypoEAC_DMRs	312
hypoEAC_DMRs	1378
hypoEAC_DMRs	726
hypoEAC_DMRs	574
hypoEAC_DMRs	855
hypoEAC_DMRs	318
hypoEAC_DMRs	486
hypoEAC_DMRs	780
hypoEAC_DMRs	685
hypoEAC_DMRs	558
hypoEAC_DMRs	2034
hypoEAC_DMRs	911
hypoEAC_DMRs	569
hypoEAC_DMRs	1118
hypoEAC_DMRs	406
hypoEAC_DMRs	660
hypoEAC_DMRs	1319
hypoEAC_DMRs	818
hypoEAC_DMRs	533
hypoEAC_DMRs	1042
hypoEAC_DMRs	1559
hypoEAC_DMRs	586
hypoEAC_DMRs	676
hypoEAC_DMRs	1008
hypoEAC_DMRs	680
hypoEAC_DMRs	966
hypoEAC_DMRs	482
hypoEAC_DMRs	216
hypoEAC_DMRs	1146
hypoEAC_DMRs	588
hypoEAC_DMRs	809
hypoEAC_DMRs	942
hypoEAC_DMRs	1581
hypoEAC_DMRs	645
hypoEAC_DMRs	761
hypoEAC_DMRs	636
hypoEAC_DMRs	303
hypoEAC_DMRs	1204
hypoEAC_DMRs	1502
hypoEAC_DMRs	10000
hypoEAC_DMRs	940
hypoEAC_DMRs	4180
hypoEAC_DMRs	1316
hypoEAC_DMRs	1623
hypoEAC_DMRs	1544
hypoEAC_DMRs	2272
hypoEAC_DMRs	5614
hypoEAC_DMRs	2864
hypoEAC_DMRs	2156
hypoEAC_DMRs	2098
hypoEAC_DMRs	1053
hypoEAC_DMRs	4146
hypoEAC_DMRs	831
hypoEAC_DMRs	1561
hypoEAC_DMRs	1292
hypoEAC_DMRs	1694
hypoEAC_DMRs	1403
hypoEAC_DMRs	1604
hypoEAC_DMRs	1338
hypoEAC_DMRs	980
hypoEAC_DMRs	2684
hypoEAC_DMRs	1657
hypoEAC_DMRs	985
hypoEAC_DMRs	951
hypoEAC_DMRs	2250
hypoEAC_DMRs	603
hypoEAC_DMRs	752
hypoEAC_DMRs	1873
hypoEAC_DMRs	1815
hypoEAC_DMRs	2199
hypoEAC_DMRs	2561
hypoEAC_DMRs	1851
hypoEAC_DMRs	3191
hypoEAC_DMRs	1164
hypoEAC_DMRs	2397
hypoEAC_DMRs	4239
hypoEAC_DMRs	1120
hypoEAC_DMRs	2507
hypoEAC_DMRs	1194
hypoEAC_DMRs	1020
hypoEAC_DMRs	2442
hypoEAC_DMRs	1638
hypoEAC_DMRs	1513
hypoEAC_DMRs	1528
hypoEAC_DMRs	2196
hypoEAC_DMRs	4640
hypoEAC_DMRs	920
hypoEAC_DMRs	1079
hypoEAC_DMRs	2368
hypoEAC_DMRs	3585
hypoEAC_DMRs	1268
hypoEAC_DMRs	1046
hypoEAC_DMRs	1933
hypoEAC_DMRs	932
hypoEAC_DMRs	1261
hypoEAC_DMRs	902
hypoEAC_DMRs	2255
hypoEAC_DMRs	2003
hypoEAC_DMRs	1110
hypoEAC_DMRs	6723
hypoEAC_DMRs	432
hypoEAC_DMRs	2071
hypoEAC_DMRs	1641
hypoEAC_DMRs	1853
hypoEAC_DMRs	951
hypoEAC_DMRs	2293
hypoEAC_DMRs	3812
hypoEAC_DMRs	3477
hypoEAC_DMRs	884
hypoEAC_DMRs	713
hypoEAC_DMRs	1529
hypoEAC_DMRs	1218
hypoEAC_DMRs	1969
hypoEAC_DMRs	1471
hypoEAC_DMRs	1692
hypoEAC_DMRs	1824
hypoEAC_DMRs	1489
hypoEAC_DMRs	1458
hypoEAC_DMRs	716
hypoEAC_DMRs	2240
hypoEAC_DMRs	3476
hypoEAC_DMRs	1992
hypoEAC_DMRs	539
hypoEAC_DMRs	1023
hypoEAC_DMRs	1305
hypoEAC_DMRs	450
hypoEAC_DMRs	2410
hypoEAC_DMRs	594
hypoEAC_DMRs	644
hypoEAC_DMRs	981
hypoEAC_DMRs	1033
hypoEAC_DMRs	1125
hypoEAC_DMRs	802
hypoEAC_DMRs	1244
hypoEAC_DMRs	1337
hypoEAC_DMRs	961
hypoEAC_DMRs	1706
hypoEAC_DMRs	1444
hypoEAC_DMRs	1531
hypoEAC_DMRs	983
hypoEAC_DMRs	1902
hypoEAC_DMRs	1192
hypoEAC_DMRs	728
hypoEAC_DMRs	376
hypoEAC_DMRs	901
hypoEAC_DMRs	1185
hypoEAC_DMRs	811
hypoEAC_DMRs	2986
hypoEAC_DMRs	1638
hypoEAC_DMRs	864
hypoEAC_DMRs	514
hypoEAC_DMRs	449
hypoEAC_DMRs	1273
hypoEAC_DMRs	1269
hypoEAC_DMRs	1198
hypoEAC_DMRs	450
hypoEAC_DMRs	1128
hypoEAC_DMRs	1293
hypoEAC_DMRs	1719
hypoEAC_DMRs	1198
hypoEAC_DMRs	1460
hypoEAC_DMRs	1255
hypoEAC_DMRs	991
hypoEAC_DMRs	688
hypoEAC_DMRs	1005
hypoEAC_DMRs	1286
hypoEAC_DMRs	582
hypoEAC_DMRs	1287
hypoEAC_DMRs	1429
hypoEAC_DMRs	1483
hypoEAC_DMRs	441
hypoEAC_DMRs	721
hypoEAC_DMRs	1126
hypoEAC_DMRs	1036
hypoEAC_DMRs	3892
hypoEAC_DMRs	582
hypoEAC_DMRs	888
hypoEAC_DMRs	1197
hypoEAC_DMRs	1342
hypoEAC_DMRs	669
hypoEAC_DMRs	1042
hypoEAC_DMRs	520
hypoEAC_DMRs	1912
hypoEAC_DMRs	1217
hypoEAC_DMRs	990
hypoEAC_DMRs	660
hypoEAC_DMRs	1213
hypoEAC_DMRs	1101
hypoEAC_DMRs	1502
hypoEAC_DMRs	1374
hypoEAC_DMRs	355
hypoEAC_DMRs	1497
hypoEAC_DMRs	841
hypoEAC_DMRs	553
hypoEAC_DMRs	1231
hypoEAC_DMRs	618
hypoEAC_DMRs	2558
hypoEAC_DMRs	1133
hypoEAC_DMRs	569
hypoEAC_DMRs	1268
hypoEAC_DMRs	989
hypoEAC_DMRs	1627
hypoEAC_DMRs	856
hypoEAC_DMRs	715
hypoEAC_DMRs	1169
hypoEAC_DMRs	968
hypoEAC_DMRs	904
